date,time,open,high,low,close,volume,turnover,hold
2022-01-04,09:01:00,152690.0,152850.0,152500.0,152800.0,5090.0,777167090.0,153994.0
2022-01-04,09:02:00,152810.0,153700.0,152810.0,153470.0,4003.0,613855580.0,154380.0
2022-01-04,09:03:00,153490.0,153500.0,153060.0,153230.0,2461.0,377228840.0,154289.0
2022-01-04,09:04:00,153230.0,153450.0,153070.0,153200.0,1909.0,292638100.0,154259.0
2022-01-04,09:05:00,153170.0,153230.0,153020.0,153050.0,1298.0,198774160.0,154286.0
2022-01-04,09:06:00,153060.0,153100.0,152380.0,152440.0,2551.0,389710490.0,154051.0
2022-01-04,09:07:00,152360.0,152770.0,152310.0,152630.0,1991.0,303760310.0,153927.0
2022-01-04,09:08:00,152640.0,152750.0,152470.0,152620.0,1571.0,239797910.0,153801.0
2022-01-04,09:09:00,152620.0,153000.0,152620.0,152970.0,1402.0,214242430.0,153774.0
2022-01-04,09:10:00,152930.0,152930.0,152730.0,152790.0,812.0,124126850.0,153785.0
2022-01-04,09:11:00,152790.0,152790.0,152540.0,152600.0,903.0,137832500.0,153752.0
2022-01-04,09:12:00,152610.0,152610.0,152370.0,152380.0,922.0,140595320.0,153739.0
2022-01-04,09:13:00,152360.0,152440.0,152270.0,152380.0,1279.0,194892090.0,153488.0
2022-01-04,09:14:00,152400.0,152400.0,151810.0,151980.0,2940.0,446990230.0,152872.0
2022-01-04,09:15:00,151980.0,151980.0,151340.0,151470.0,3066.0,464745100.0,152662.0
2022-01-04,09:16:00,151410.0,152020.0,151210.0,151920.0,2667.0,404189540.0,152143.0
2022-01-04,09:17:00,151920.0,152020.0,151750.0,151860.0,2044.0,310443340.0,152428.0
2022-01-04,09:18:00,151860.0,151860.0,151450.0,151540.0,1540.0,233532840.0,152352.0
2022-01-04,09:19:00,151540.0,151540.0,151400.0,151530.0,1018.0,154197820.0,152176.0
2022-01-04,09:20:00,151520.0,151660.0,151370.0,151610.0,1187.0,179868950.0,152012.0
2022-01-04,09:21:00,151600.0,151600.0,151240.0,151290.0,1778.0,269115240.0,151731.0
2022-01-04,09:22:00,151280.0,151280.0,150960.0,151110.0,2297.0,347080060.0,151418.0
2022-01-04,09:23:00,151170.0,151170.0,150880.0,151000.0,1626.0,245586810.0,151250.0
2022-01-04,09:24:00,150980.0,151060.0,150840.0,151010.0,1491.0,225075980.0,150967.0
2022-01-04,09:25:00,151010.0,151300.0,150950.0,151220.0,1387.0,209648770.0,150809.0
2022-01-04,09:26:00,151230.0,151240.0,151060.0,151100.0,972.0,146912790.0,150728.0
2022-01-04,09:27:00,151100.0,151400.0,151070.0,151310.0,1534.0,232045050.0,150743.0
2022-01-04,09:28:00,151330.0,151380.0,151230.0,151340.0,1178.0,178249960.0,150657.0
2022-01-04,09:29:00,151350.0,151380.0,151230.0,151230.0,980.0,148295900.0,150580.0
2022-01-04,09:30:00,151230.0,151350.0,151170.0,151170.0,725.0,109657960.0,150554.0
2022-01-04,09:31:00,151150.0,151180.0,150910.0,150950.0,1271.0,191952290.0,150417.0
2022-01-04,09:32:00,150950.0,150960.0,150800.0,150920.0,1004.0,151476680.0,150304.0
2022-01-04,09:33:00,150920.0,151100.0,150880.0,150900.0,991.0,149635310.0,150348.0
2022-01-04,09:34:00,150880.0,151120.0,150880.0,151010.0,710.0,107209750.0,150266.0
2022-01-04,09:35:00,151030.0,151210.0,151020.0,151150.0,508.0,76786520.0,150219.0
2022-01-04,09:36:00,151160.0,151170.0,150960.0,151050.0,432.0,65255410.0,150239.0
2022-01-04,09:37:00,151050.0,151130.0,150970.0,151130.0,384.0,57995360.0,150202.0
2022-01-04,09:38:00,151100.0,151150.0,151060.0,151140.0,344.0,51978750.0,150186.0
2022-01-04,09:39:00,151140.0,151190.0,150930.0,150930.0,808.0,122032930.0,150155.0
2022-01-04,09:40:00,150950.0,151010.0,150860.0,150940.0,571.0,86177190.0,149998.0
2022-01-04,09:41:00,150940.0,150980.0,150870.0,150940.0,647.0,97648860.0,149991.0
2022-01-04,09:42:00,150930.0,151010.0,150910.0,151000.0,461.0,69589540.0,149893.0
2022-01-04,09:43:00,151000.0,151200.0,151000.0,151120.0,622.0,93988450.0,149884.0
2022-01-04,09:44:00,151110.0,151130.0,150940.0,151030.0,561.0,84720970.0,149855.0
2022-01-04,09:45:00,151030.0,151070.0,150850.0,150870.0,665.0,100372230.0,149729.0
2022-01-04,09:46:00,150870.0,151020.0,150850.0,150960.0,488.0,73652900.0,149634.0
