date,time,open,high,low,close,volume,turnover,hold
2022-01-04,09:39:00,69640.0,69670.0,69620.0,69640.0,238.0,82874850.0,128799.0
2022-01-04,09:40:00,69630.0,69650.0,69600.0,69610.0,358.0,124627650.0,128788.0
2022-01-04,09:41:00,69620.0,69640.0,69600.0,69640.0,375.0,130532250.0,128684.0
2022-01-04,09:42:00,69640.0,69710.0,69640.0,69710.0,300.0,104501850.0,128586.0
2022-01-04,09:43:00,69700.0,69720.0,69680.0,69720.0,268.0,93400550.0,128524.0
2022-01-04,09:44:00,69720.0,69720.0,69700.0,69720.0,201.0,70058050.0,128522.0
2022-01-04,09:45:00,69720.0,69720.0,69680.0,69700.0,289.0,100732150.0,128453.0
2022-01-04,09:46:00,69700.0,69740.0,69700.0,69720.0,260.0,90638350.0,128413.0
2022-01-04,09:47:00,69720.0,69750.0,69720.0,69740.0,129.0,44982200.0,128385.0
2022-01-04,09:48:00,69740.0,69740.0,69710.0,69740.0,156.0,54387300.0,128340.0
2022-01-04,09:49:00,69740.0,69750.0,69720.0,69740.0,124.0,43238350.0,128361.0
2022-01-04,09:50:00,69740.0,69740.0,69700.0,69730.0,196.0,68328050.0,128342.0
2022-01-04,09:51:00,69730.0,69730.0,69680.0,69690.0,203.0,70747200.0,128318.0
2022-01-04,09:52:00,69690.0,69690.0,69640.0,69650.0,350.0,121907400.0,128245.0
2022-01-04,09:53:00,69650.0,69680.0,69650.0,69670.0,155.0,53995300.0,128279.0
2022-01-04,09:54:00,69680.0,69690.0,69660.0,69660.0,100.0,34835350.0,128274.0
2022-01-04,09:55:00,69660.0,69700.0,69650.0,69690.0,192.0,66894300.0,128273.0
2022-01-04,09:56:00,69690.0,69690.0,69650.0,69670.0,244.0,84991000.0,128171.0
2022-01-04,09:57:00,69670.0,69700.0,69650.0,69670.0,311.0,108339600.0,128063.0
2022-01-04,09:58:00,69670.0,69680.0,69640.0,69670.0,287.0,99960850.0,128041.0
2022-01-04,09:59:00,69680.0,69730.0,69660.0,69720.0,408.0,142175250.0,127977.0
2022-01-04,10:00:00,69720.0,69740.0,69710.0,69720.0,454.0,158264100.0,127847.0
2022-01-04,10:01:00,69720.0,69740.0,69650.0,69660.0,487.0,169706550.0,127735.0
2022-01-04,10:02:00,69660.0,69660.0,69620.0,69620.0,387.0,134751300.0,127761.0
2022-01-04,10:03:00,69620.0,69650.0,69600.0,69630.0,433.0,150740150.0,127738.0
2022-01-04,10:04:00,69630.0,69670.0,69620.0,69660.0,228.0,79392300.0,127730.0
2022-01-04,10:05:00,69670.0,69690.0,69650.0,69650.0,153.0,53301950.0,127722.0
2022-01-04,10:06:00,69650.0,69660.0,69640.0,69650.0,189.0,65816500.0,127674.0
2022-01-04,10:07:00,69650.0,69700.0,69650.0,69700.0,153.0,53300550.0,127701.0
2022-01-04,10:08:00,69690.0,69700.0,69670.0,69670.0,98.0,34147450.0,127654.0
2022-01-04,10:09:00,69670.0,69680.0,69650.0,69660.0,89.0,31001450.0,127663.0
2022-01-04,10:10:00,69660.0,69670.0,69650.0,69660.0,94.0,32739800.0,127643.0
2022-01-04,10:11:00,69660.0,69670.0,69640.0,69660.0,91.0,31692900.0,127640.0
2022-01-04,10:12:00,69660.0,69690.0,69650.0,69670.0,154.0,53648400.0,127620.0
2022-01-04,10:13:00,69670.0,69690.0,69650.0,69690.0,100.0,34834000.0,127615.0
2022-01-04,10:14:00,69690.0,69700.0,69680.0,69680.0,84.0,29269650.0,127604.0
2022-01-04,10:15:00,69680.0,69720.0,69680.0,69720.0,73.0,25440750.0,127599.0
2022-01-04,10:31:00,69720.0,69740.0,69690.0,69700.0,198.0,69015450.0,127568.0
2022-01-04,10:32:00,69700.0,69700.0,69670.0,69680.0,145.0,50524050.0,127569.0
2022-01-04,10:33:00,69680.0,69700.0,69680.0,69680.0,69.0,24042700.0,127577.0
2022-01-04,10:34:00,69680.0,69710.0,69680.0,69710.0,49.0,17075800.0,127560.0
2022-01-04,10:35:00,69710.0,69750.0,69700.0,69750.0,272.0,94846700.0,127684.0
2022-01-04,10:36:00,69750.0,69780.0,69750.0,69780.0,323.0,112670000.0,127718.0
2022-01-04,10:37:00,69780.0,69780.0,69720.0,69750.0,205.0,71493750.0,127686.0
2022-01-04,10:38:00,69750.0,69770.0,69740.0,69770.0,117.0,40808700.0,127705.0
2022-01-04,10:39:00,69770.0,69800.0,69760.0,69790.0,518.0,180745400.0,127797.0
2022-01-04,10:40:00,69790.0,69810.0,69780.0,69790.0,142.0,49556300.0,127806.0
2022-01-04,10:41:00,69800.0,69800.0,69760.0,69760.0,214.0,74672100.0,127806.0
2022-01-04,10:42:00,69760.0,69790.0,69760.0,69790.0,86.0,30004300.0,127810.0
2022-01-04,10:43:00,69790.0,69810.0,69780.0,69780.0,102.0,35595200.0,127822.0
2022-01-04,10:44:00,69780.0,69810.0,69770.0,69800.0,177.0,61763600.0,127833.0
2022-01-04,10:45:00,69800.0,69810.0,69790.0,69810.0,120.0,41879250.0,127805.0
2022-01-04,10:46:00,69810.0,69810.0,69780.0,69810.0,142.0,49555850.0,127774.0
2022-01-04,10:47:00,69810.0,69820.0,69800.0,69800.0,227.0,79239900.0,127819.0
2022-01-04,10:48:00,69800.0,69820.0,69800.0,69810.0,107.0,37350250.0,127830.0
2022-01-04,10:49:00,69810.0,69820.0,69800.0,69800.0,87.0,30366800.0,127829.0
2022-01-04,10:50:00,69800.0,69830.0,69800.0,69820.0,125.0,43638550.0,127849.0
2022-01-04,10:51:00,69820.0,69830.0,69800.0,69810.0,181.0,63184100.0,127790.0
2022-01-04,10:52:00,69810.0,69820.0,69780.0,69790.0,135.0,47114550.0,127848.0
2022-01-04,10:53:00,69790.0,69800.0,69770.0,69780.0,118.0,41173250.0,127868.0
2022-01-04,10:54:00,69780.0,69810.0,69780.0,69790.0,88.0,30710700.0,127849.0
2022-01-04,10:55:00,69790.0,69810.0,69790.0,69790.0,96.0,33502850.0,127864.0
2022-01-04,10:56:00,69790.0,69810.0,69790.0,69810.0,78.0,27223900.0,127906.0
2022-01-04,10:57:00,69810.0,69810.0,69770.0,69780.0,237.0,82696750.0,127831.0
2022-01-04,10:58:00,69770.0,69790.0,69770.0,69780.0,138.0,48148000.0,127876.0
2022-01-04,10:59:00,69780.0,69810.0,69780.0,69800.0,129.0,45019750.0,127861.0
2022-01-04,11:00:00,69810.0,69820.0,69800.0,69820.0,133.0,46422550.0,127892.0
2022-01-04,11:01:00,69810.0,69810.0,69790.0,69790.0,224.0,78176050.0,127850.0
2022-01-04,11:02:00,69790.0,69800.0,69770.0,69800.0,145.0,50594450.0,127879.0
2022-01-04,11:03:00,69800.0,69810.0,69790.0,69790.0,149.0,52000050.0,127912.0
2022-01-04,11:04:00,69790.0,69800.0,69790.0,69800.0,238.0,83055050.0,127990.0
2022-01-04,11:05:00,69800.0,69820.0,69760.0,69770.0,360.0,125627100.0,127980.0
2022-01-04,11:06:00,69770.0,69800.0,69770.0,69790.0,240.0,83743600.0,127982.0
2022-01-04,11:07:00,69790.0,69790.0,69770.0,69780.0,93.0,32448350.0,128004.0
2022-01-04,11:08:00,69780.0,69780.0,69750.0,69780.0,117.0,40814050.0,128003.0
2022-01-04,11:09:00,69780.0,69790.0,69750.0,69760.0,157.0,54769050.0,128039.0
2022-01-04,11:10:00,69760.0,69790.0,69750.0,69770.0,438.0,152793500.0,128074.0
2022-01-04,11:11:00,69770.0,69780.0,69730.0,69750.0,471.0,164275650.0,127883.0
2022-01-04,11:12:00,69750.0,69790.0,69750.0,69770.0,170.0,59309600.0,127894.0
2022-01-04,11:13:00,69770.0,69790.0,69760.0,69760.0,38.0,13257050.0,127886.0
2022-01-04,11:14:00,69760.0,69780.0,69760.0,69770.0,77.0,26862050.0,127882.0
2022-01-04,11:15:00,69770.0,69790.0,69770.0,69780.0,49.0,17096750.0,127889.0
2022-01-04,11:16:00,69780.0,69780.0,69750.0,69770.0,140.0,48836100.0,127859.0
2022-01-04,11:17:00,69770.0,69770.0,69730.0,69740.0,226.0,78815450.0,127808.0
2022-01-04,11:18:00,69730.0,69760.0,69730.0,69750.0,184.0,64167500.0,127854.0
2022-01-04,11:19:00,69750.0,69750.0,69720.0,69740.0,216.0,75315450.0,127788.0
2022-01-04,11:20:00,69740.0,69760.0,69730.0,69730.0,182.0,63474800.0,127768.0
2022-01-04,11:21:00,69730.0,69750.0,69730.0,69750.0,98.0,34175750.0,127809.0
2022-01-04,11:22:00,69750.0,69790.0,69750.0,69790.0,148.0,51631700.0,127862.0
2022-01-04,11:23:00,69780.0,69800.0,69780.0,69790.0,202.0,70491150.0,127866.0
2022-01-04,11:24:00,69790.0,69800.0,69770.0,69770.0,161.0,56182150.0,127901.0
2022-01-04,11:25:00,69770.0,69770.0,69750.0,69770.0,99.0,34530950.0,127889.0
2022-01-04,11:26:00,69770.0,69800.0,69750.0,69760.0,278.0,96993200.0,127782.0
2022-01-04,11:27:00,69760.0,69770.0,69740.0,69740.0,132.0,46042600.0,127785.0
2022-01-04,11:28:00,69740.0,69770.0,69740.0,69750.0,95.0,33133850.0,127801.0
2022-01-04,11:29:00,69750.0,69750.0,69740.0,69750.0,56.0,19529150.0,127786.0
2022-01-04,11:30:00,69750.0,69770.0,69750.0,69770.0,106.0,36974600.0,127749.0
2022-01-04,13:31:00,69760.0,69810.0,69760.0,69800.0,472.0,164711700.0,127742.0
2022-01-04,13:32:00,69800.0,69810.0,69800.0,69800.0,386.0,134722750.0,127744.0
2022-01-04,13:33:00,69800.0,69810.0,69790.0,69800.0,240.0,83765550.0,127854.0
2022-01-04,13:34:00,69800.0,69820.0,69800.0,69820.0,339.0,118329700.0,127958.0
2022-01-04,13:35:00,69820.0,69830.0,69810.0,69820.0,275.0,96003750.0,128039.0
2022-01-04,13:36:00,69830.0,69830.0,69820.0,69830.0,130.0,45389350.0,128059.0
2022-01-04,13:37:00,69830.0,69830.0,69810.0,69810.0,212.0,74012200.0,128012.0
2022-01-04,13:38:00,69810.0,69870.0,69810.0,69850.0,328.0,114537050.0,127987.0
2022-01-04,13:39:00,69850.0,69850.0,69820.0,69820.0,68.0,23744100.0,127974.0
2022-01-04,13:40:00,69820.0,69830.0,69820.0,69830.0,65.0,22694250.0,128002.0
2022-01-04,13:41:00,69830.0,69860.0,69830.0,69850.0,53.0,18508700.0,128009.0
2022-01-04,13:42:00,69830.0,69840.0,69820.0,69820.0,96.0,33518500.0,128032.0
2022-01-04,13:43:00,69820.0,69830.0,69780.0,69790.0,305.0,106458950.0,128080.0
2022-01-04,13:44:00,69790.0,69800.0,69790.0,69790.0,123.0,42924350.0,128071.0
2022-01-04,13:45:00,69790.0,69800.0,69760.0,69760.0,121.0,42219450.0,128065.0
2022-01-04,13:46:00,69760.0,69770.0,69750.0,69770.0,142.0,49532350.0,128107.0
2022-01-04,13:47:00,69770.0,69780.0,69760.0,69770.0,66.0,23023450.0,128108.0
2022-01-04,13:48:00,69770.0,69780.0,69760.0,69770.0,70.0,24418650.0,128099.0
2022-01-04,13:49:00,69780.0,69780.0,69760.0,69770.0,71.0,24768850.0,128098.0
2022-01-04,13:50:00,69770.0,69780.0,69760.0,69770.0,36.0,12558400.0,128094.0
2022-01-04,13:51:00,69770.0,69770.0,69740.0,69750.0,186.0,64872300.0,128024.0
2022-01-04,13:52:00,69740.0,69740.0,69670.0,69700.0,449.0,156474600.0,127954.0
2022-01-04,13:53:00,69710.0,69730.0,69700.0,69720.0,155.0,54028050.0,127922.0
2022-01-04,13:54:00,69720.0,69750.0,69720.0,69740.0,81.0,28243050.0,127927.0
2022-01-04,13:55:00,69740.0,69740.0,69710.0,69730.0,197.0,68677350.0,127936.0
2022-01-04,13:56:00,69730.0,69740.0,69710.0,69720.0,125.0,43582650.0,127915.0
2022-01-04,13:57:00,69720.0,69720.0,69700.0,69710.0,119.0,41477000.0,127890.0
2022-01-04,13:58:00,69710.0,69730.0,69710.0,69720.0,19.0,6623400.0,127892.0
2022-01-04,13:59:00,69720.0,69750.0,69720.0,69740.0,87.0,30333350.0,127897.0
2022-01-04,14:00:00,69730.0,69740.0,69720.0,69730.0,119.0,41489650.0,127959.0
2022-01-04,14:01:00,69720.0,69760.0,69720.0,69750.0,79.0,27549500.0,127956.0
2022-01-04,14:02:00,69750.0,69750.0,69710.0,69720.0,136.0,47420500.0,127965.0
2022-01-04,14:03:00,69720.0,69720.0,69700.0,69700.0,120.0,41826150.0,127944.0
2022-01-04,14:04:00,69700.0,69710.0,69700.0,69710.0,127.0,44261700.0,127940.0
2022-01-04,14:05:00,69710.0,69710.0,69670.0,69670.0,283.0,98614100.0,127878.0
2022-01-04,14:06:00,69670.0,69700.0,69670.0,69690.0,139.0,48431700.0,127846.0
2022-01-04,14:07:00,69690.0,69700.0,69670.0,69690.0,151.0,52611750.0,127827.0
2022-01-04,14:08:00,69690.0,69690.0,69680.0,69680.0,44.0,15331000.0,127813.0
2022-01-04,14:09:00,69690.0,69690.0,69680.0,69680.0,97.0,33796850.0,127838.0
2022-01-04,14:10:00,69680.0,69690.0,69670.0,69670.0,99.0,34490900.0,127847.0
2022-01-04,14:11:00,69670.0,69680.0,69670.0,69670.0,18.0,6270800.0,127851.0
2022-01-04,14:12:00,69680.0,69700.0,69670.0,69690.0,167.0,58185050.0,127853.0
2022-01-04,14:13:00,69690.0,69690.0,69650.0,69650.0,317.0,110419800.0,127841.0
2022-01-04,14:14:00,69650.0,69660.0,69650.0,69650.0,111.0,38659650.0,127855.0
2022-01-04,14:15:00,69650.0,69670.0,69650.0,69670.0,102.0,35527350.0,127853.0
2022-01-04,14:16:00,69670.0,69670.0,69640.0,69650.0,124.0,43185500.0,127835.0
2022-01-04,14:17:00,69650.0,69690.0,69640.0,69690.0,215.0,74900450.0,127874.0
2022-01-04,14:18:00,69680.0,69690.0,69670.0,69670.0,120.0,41807950.0,127874.0
2022-01-04,14:19:00,69670.0,69680.0,69660.0,69680.0,61.0,21251450.0,127882.0
2022-01-04,14:20:00,69680.0,69690.0,69680.0,69690.0,137.0,47736050.0,127915.0
2022-01-04,14:21:00,69690.0,69690.0,69670.0,69680.0,142.0,49472200.0,127955.0
2022-01-04,14:22:00,69680.0,69680.0,69650.0,69650.0,125.0,43540650.0,127952.0
2022-01-04,14:23:00,69650.0,69670.0,69650.0,69660.0,81.0,28211050.0,127962.0
2022-01-04,14:24:00,69660.0,69670.0,69650.0,69660.0,95.0,33087450.0,127981.0
2022-01-04,14:25:00,69660.0,69670.0,69650.0,69650.0,30.0,10448300.0,127991.0
2022-01-04,14:26:00,69650.0,69660.0,69650.0,69650.0,107.0,37265700.0,127999.0
2022-01-04,14:27:00,69650.0,69660.0,69630.0,69640.0,187.0,65118650.0,128000.0
2022-01-04,14:28:00,69640.0,69680.0,69640.0,69660.0,124.0,43190850.0,127978.0
2022-01-04,14:29:00,69660.0,69670.0,69650.0,69650.0,144.0,50155250.0,127917.0
2022-01-04,14:30:00,69660.0,69660.0,69650.0,69660.0,41.0,14278800.0,127915.0
2022-01-04,14:31:00,69660.0,69680.0,69660.0,69680.0,246.0,85691850.0,127911.0
2022-01-04,14:32:00,69680.0,69690.0,69660.0,69670.0,205.0,71421950.0,127866.0
2022-01-04,14:33:00,69670.0,69690.0,69660.0,69670.0,81.0,28216050.0,127864.0
2022-01-04,14:34:00,69670.0,69680.0,69660.0,69670.0,87.0,30306100.0,127856.0
2022-01-04,14:35:00,69670.0,69670.0,69650.0,69660.0,63.0,21943700.0,127835.0
2022-01-04,14:36:00,69660.0,69670.0,69660.0,69660.0,86.0,29956500.0,127816.0
2022-01-04,14:37:00,69670.0,69670.0,69650.0,69650.0,130.0,45278000.0,127768.0
2022-01-04,14:38:00,69660.0,69670.0,69650.0,69650.0,167.0,58165450.0,127769.0
2022-01-04,14:39:00,69650.0,69670.0,69650.0,69660.0,83.0,28909000.0,127785.0
2022-01-04,14:40:00,69670.0,69670.0,69660.0,69670.0,32.0,11146700.0,127788.0
2022-01-04,14:41:00,69670.0,69670.0,69660.0,69660.0,24.0,8359550.0,127788.0
2022-01-04,14:42:00,69660.0,69700.0,69650.0,69700.0,138.0,48081250.0,127776.0
2022-01-04,14:43:00,69700.0,69720.0,69700.0,69700.0,101.0,35200800.0,127767.0
2022-01-04,14:44:00,69710.0,69710.0,69680.0,69690.0,70.0,24393100.0,127755.0
2022-01-04,14:45:00,69680.0,69690.0,69680.0,69680.0,78.0,27176250.0,127752.0
2022-01-04,14:46:00,69680.0,69690.0,69670.0,69680.0,97.0,33795050.0,127795.0
2022-01-04,14:47:00,69680.0,69700.0,69670.0,69700.0,149.0,51919500.0,127776.0
2022-01-04,14:48:00,69700.0,69710.0,69690.0,69700.0,117.0,40774200.0,127784.0
2022-01-04,14:49:00,69700.0,69710.0,69680.0,69690.0,129.0,44952450.0,127734.0
2022-01-04,14:50:00,69690.0,69700.0,69680.0,69680.0,151.0,52620750.0,127728.0
2022-01-04,14:51:00,69680.0,69690.0,69660.0,69670.0,158.0,55041550.0,127730.0
2022-01-04,14:52:00,69670.0,69670.0,69610.0,69610.0,301.0,104804450.0,127740.0
2022-01-04,14:53:00,69610.0,69620.0,69580.0,69610.0,899.0,312856800.0,127951.0
2022-01-04,14:54:00,69610.0,69630.0,69590.0,69630.0,333.0,115900500.0,127920.0
2022-01-04,14:55:00,69630.0,69640.0,69620.0,69630.0,171.0,59530200.0,127900.0
2022-01-04,14:56:00,69630.0,69630.0,69610.0,69610.0,175.0,60917550.0,127869.0
2022-01-04,14:57:00,69610.0,69630.0,69600.0,69630.0,174.0,60569200.0,127850.0
2022-01-04,14:58:00,69630.0,69670.0,69630.0,69670.0,206.0,71741550.0,127827.0
2022-01-04,14:59:00,69670.0,69690.0,69650.0,69690.0,286.0,99628250.0,127769.0
2022-01-04,15:00:00,69690.0,69730.0,69690.0,69730.0,327.0,113969250.0,127675.0
2022-01-04,21:01:00,69740.0,69820.0,69720.0,69800.0,1395.0,486611200.0,127587.0
2022-01-04,21:02:00,69800.0,69820.0,69750.0,69820.0,665.0,232024200.0,127688.0
2022-01-04,21:03:00,69820.0,69830.0,69790.0,69810.0,375.0,130894000.0,127690.0
2022-01-04,21:04:00,69800.0,69830.0,69770.0,69770.0,321.0,112031550.0,127672.0
2022-01-04,21:05:00,69760.0,69810.0,69760.0,69790.0,253.0,88280000.0,127668.0
2022-01-04,21:06:00,69790.0,69820.0,69780.0,69790.0,258.0,90039950.0,127629.0
2022-01-04,21:07:00,69790.0,69800.0,69750.0,69750.0,228.0,79538450.0,127600.0
2022-01-04,21:08:00,69750.0,69780.0,69740.0,69740.0,180.0,62781900.0,127585.0
2022-01-04,21:09:00,69740.0,69760.0,69720.0,69730.0,208.0,72525900.0,127566.0
2022-01-04,21:10:00,69730.0,69750.0,69710.0,69750.0,148.0,51597700.0,127562.0
2022-01-04,21:11:00,69740.0,69740.0,69700.0,69710.0,215.0,74942800.0,127580.0
2022-01-04,21:12:00,69710.0,69780.0,69690.0,69780.0,217.0,75659500.0,127535.0
2022-01-04,21:13:00,69780.0,69800.0,69760.0,69790.0,147.0,51283900.0,127508.0
2022-01-04,21:14:00,69780.0,69870.0,69780.0,69850.0,589.0,205665700.0,127556.0
2022-01-04,21:15:00,69860.0,69950.0,69850.0,69910.0,518.0,181044750.0,127464.0
2022-01-04,21:16:00,69910.0,69930.0,69880.0,69920.0,424.0,148198600.0,127505.0
2022-01-04,21:17:00,69920.0,69930.0,69870.0,69890.0,253.0,88422100.0,127545.0
2022-01-04,21:18:00,69890.0,69910.0,69860.0,69870.0,162.0,56603500.0,127505.0
2022-01-04,21:19:00,69870.0,69890.0,69850.0,69880.0,144.0,50306450.0,127482.0
2022-01-04,21:20:00,69880.0,69890.0,69850.0,69890.0,251.0,87690900.0,127532.0
2022-01-04,21:21:00,69890.0,69910.0,69880.0,69900.0,145.0,50678800.0,127549.0
2022-01-04,21:22:00,69890.0,69920.0,69890.0,69910.0,145.0,50682450.0,127614.0
2022-01-04,21:23:00,69910.0,69930.0,69900.0,69910.0,308.0,107670200.0,127589.0
2022-01-04,21:24:00,69910.0,69920.0,69890.0,69890.0,127.0,44392650.0,127581.0
2022-01-04,21:25:00,69890.0,69900.0,69880.0,69900.0,103.0,35993650.0,127593.0
2022-01-04,21:26:00,69900.0,69930.0,69900.0,69920.0,131.0,45795900.0,127611.0
2022-01-04,21:27:00,69920.0,69920.0,69890.0,69910.0,68.0,23768650.0,127600.0
2022-01-04,21:28:00,69910.0,69910.0,69880.0,69900.0,64.0,22366200.0,127603.0
2022-01-04,21:29:00,69900.0,69900.0,69880.0,69900.0,45.0,15725000.0,127595.0
2022-01-04,21:30:00,69900.0,69900.0,69880.0,69890.0,55.0,19221050.0,127586.0
2022-01-04,21:31:00,69890.0,69900.0,69890.0,69900.0,36.0,12580900.0,127603.0
2022-01-04,21:32:00,69900.0,69930.0,69890.0,69930.0,156.0,54534700.0,127598.0
2022-01-04,21:33:00,69920.0,69940.0,69910.0,69920.0,167.0,58388400.0,127583.0
2022-01-04,21:34:00,69910.0,69930.0,69910.0,69920.0,48.0,16779450.0,127575.0
2022-01-04,21:35:00,69920.0,69930.0,69910.0,69920.0,41.0,14333600.0,127585.0
2022-01-04,21:36:00,69920.0,69970.0,69920.0,69960.0,258.0,90234500.0,127574.0
2022-01-04,21:37:00,69960.0,69980.0,69900.0,69910.0,197.0,68899950.0,127542.0
2022-01-04,21:38:00,69920.0,69940.0,69920.0,69940.0,61.0,21329600.0,127526.0
2022-01-04,21:39:00,69940.0,69950.0,69920.0,69920.0,34.0,11888900.0,127520.0
2022-01-04,21:40:00,69920.0,69990.0,69920.0,69990.0,268.0,93754650.0,127511.0
2022-01-04,21:41:00,69990.0,70030.0,69950.0,69950.0,449.0,157132500.0,127456.0
2022-01-04,21:42:00,69950.0,70020.0,69950.0,70010.0,242.0,84708150.0,127446.0
2022-01-04,21:43:00,70010.0,70020.0,69990.0,70010.0,74.0,25900500.0,127441.0
2022-01-04,21:44:00,70010.0,70010.0,69990.0,69990.0,103.0,36047900.0,127446.0
2022-01-04,21:45:00,69990.0,70020.0,69990.0,69990.0,113.0,39553350.0,127471.0
2022-01-04,21:46:00,69990.0,70040.0,69990.0,70030.0,190.0,66523100.0,127518.0
2022-01-04,21:47:00,70030.0,70050.0,70010.0,70020.0,166.0,58127000.0,127512.0
2022-01-04,21:48:00,70020.0,70050.0,70020.0,70050.0,102.0,35720700.0,127547.0
2022-01-04,21:49:00,70040.0,70050.0,70010.0,70010.0,148.0,51828200.0,127547.0
2022-01-04,21:50:00,70010.0,70030.0,70010.0,70020.0,66.0,23107350.0,127556.0
2022-01-04,21:51:00,70020.0,70060.0,70000.0,70040.0,158.0,55334150.0,127599.0
2022-01-04,21:52:00,70040.0,70040.0,69990.0,69990.0,182.0,63710100.0,127560.0
2022-01-04,21:53:00,69990.0,70010.0,69990.0,70000.0,69.0,24149050.0,127573.0
2022-01-04,21:54:00,70000.0,70020.0,69990.0,70000.0,75.0,26251800.0,127563.0
2022-01-04,21:55:00,70000.0,70020.0,69970.0,69970.0,96.0,33597550.0,127573.0
2022-01-04,21:56:00,69970.0,70010.0,69970.0,69980.0,101.0,35345650.0,127577.0
2022-01-04,21:57:00,69980.0,70020.0,69980.0,70020.0,96.0,33604000.0,127574.0
2022-01-04,21:58:00,70010.0,70040.0,70010.0,70030.0,103.0,36061950.0,127580.0
2022-01-04,21:59:00,70030.0,70030.0,70000.0,70010.0,59.0,20654550.0,127572.0
2022-01-04,22:00:00,70010.0,70040.0,70010.0,70040.0,68.0,23809700.0,127578.0
2022-01-04,22:01:00,70040.0,70080.0,70040.0,70060.0,531.0,186004050.0,127495.0
2022-01-04,22:02:00,70060.0,70080.0,70030.0,70040.0,149.0,52189800.0,127476.0
2022-01-04,22:03:00,70040.0,70040.0,69990.0,70010.0,130.0,45502800.0,127457.0
2022-01-04,22:04:00,70010.0,70020.0,69990.0,70020.0,42.0,14701600.0,127462.0
2022-01-04,22:05:00,70020.0,70040.0,70010.0,70010.0,74.0,25907800.0,127476.0
