MA202,20220218,20220218,111848000,11:20:05,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112210500,11:23:33,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112401500,11:24:01,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112517500,11:25:18,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112530000,11:25:30,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112742500,11:27:43,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112800500,11:28:01,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112842500,11:28:42,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112856500,11:28:56,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112858500,11:28:59,2584,0,3891,0,0,0,0
MA202,20220218,20220218,112912000,11:29:12,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133250500,13:32:52,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133257500,13:33:00,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133258000,13:33:00,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133439500,13:34:39,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133453000,13:34:53,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133604500,13:36:06,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133614000,13:36:14,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133716500,13:37:17,2584,0,3891,0,0,0,0
MA202,20220218,20220218,133724000,13:37:24,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134142500,13:41:42,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134208500,13:42:12,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134227500,13:42:29,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134258500,13:42:59,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134300000,13:43:01,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134325500,13:43:26,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134716500,13:47:16,2584,0,3891,0,0,0,0
MA202,20220218,20220218,134717000,13:47:17,2584,0,3891,0,0,0,0
MA202,20220218,20220218,135023500,13:50:26,2584,0,3891,0,0,0,0
MA202,20220218,20220218,135323000,13:53:23,2584,0,3891,0,0,0,0
MA202,20220218,20220218,135334000,13:53:35,2584,0,3891,0,0,0,0
MA202,20220218,20220218,135623000,13:56:23,2584,0,3891,0,0,0,0
